discoveries	discoveries update
move	hitting {'x': 9, 'y': 10, 'known': 2429, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2429, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False}
move	hitting {'x': 9, 'y': 10, 'known': 2430, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2430, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
move	hitting {'x': 9, 'y': 10, 'known': 2431, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2431, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
move	hitting {'x': 9, 'y': 10, 'known': 2432, 'first-known': 2430, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2432, 'first-known': 2430, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False}
move	hitting {'x': 9, 'y': 10, 'known': 2432, 'first-known': 2430, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2432, 'first-known': 2430, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
move	hitting {'x': 9, 'y': 10, 'known': 2433, 'first-known': 2430, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 10, 'known': 2433, 'first-known': 2430, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
move	targetting enemy {'x': 10, 'y': 12, 'known': 2432, 'first-known': 2428, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': True, 'fleeing': None}
look	examining tile {'x': 9, 'y': 10, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 3, 'items': [], 'deaths': [(2426, {'x': 9, 'y': 10, 'known': 2425, 'first-known': 2420, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'just-moved': True, 'fleeing': False}), (2428, {'x': 9, 'y': 10, 'known': 2428, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}), (2431, {'x': 9, 'y': 10, 'known': 2430, 'first-known': 2425, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}), (2434, {'x': 9, 'y': 10, 'known': 2433, 'first-known': 2430, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'yellow', 'first-walked': 2435, 'walked': 2435, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
farlook	examining monster
move	hitting {'x': 9, 'y': 11, 'known': 2435, 'first-known': 2428, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 11, 'known': 2435, 'first-known': 2428, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
move	hitting {'x': 9, 'y': 11, 'known': 2436, 'first-known': 2428, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 9, 'y': 11, 'known': 2436, 'first-known': 2428, 'glyph': 'a', 'color': 'yellow', 'type': {'tags': {'oviparous', 'nohands', 'female', 'hostile', 'animal', 'poisonous', 'fly'}, 'color': 'yellow', 'ac': -1, 'speed': 18, 'difficulty': 1, 'resistances': {'poison'}, 'name': 'killer bee', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'poison'}, 'size': 'tiny', 'weight': 1, 'glyph': 'a', 'sounds': 'buzz', 'attacks': [{'type': 'sting', 'damage-type': 'poison', 'dices': 1, 'sides': 3}], 'nutrition': 5, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
wield	removing use of a | dropping junk
inventory	requested inventory update
farlook	examining monster
look	examining tile {'x': 9, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '[', 'item-color': 'cyan', 'first-walked': 2438, 'walked': 2438, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 9, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '[', 'item-color': 'brown', 'first-walked': 2438, 'walked': 2438, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 10, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'yellow', 'first-walked': 2439, 'walked': 2439, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 10, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '?', 'item-color': 'white', 'first-walked': 2440, 'walked': 2440, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 11, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '[', 'item-color': 'yellow', 'first-walked': 2440, 'walked': 2440, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 11, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '+', 'item-color': 'bright-blue', 'first-walked': 2441, 'walked': 2441, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 12, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '[', 'item-color': 'yellow', 'first-walked': 2442, 'walked': 2442, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 13, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '!', 'item-color': 'cyan', 'first-walked': 2442, 'walked': 2442, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 13, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'bright-green', 'first-walked': 2443, 'walked': 2443, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 14, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '/', 'item-color': 'cyan', 'first-walked': 2444, 'walked': 2444, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 15, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '[', 'item-color': 'magenta', 'first-walked': 2445, 'walked': 2445, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 16, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '(', 'item-color': 'cyan', 'first-walked': 2445, 'walked': 2445, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 16, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 2446, 'walked': 2446, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 15, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '/', 'item-color': 'cyan', 'first-walked': 2447, 'walked': 2447, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
look	examining tile {'x': 14, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '?', 'item-color': 'white', 'first-walked': 2447, 'walked': 2447, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
farlook	examining monster
farlook	examining monster
farlook	examining monster
look	examining tile {'x': 12, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '?', 'item-color': 'white', 'first-walked': 2449, 'walked': 2449, 'engraving': None, 'engraving-type': None, 'room': 'general', 'thump': None}
